AlertId,AlertTitle,AlertType,Status,DeliveryChannel,EventType,AlertFrequency,CAMLQuery,Filter,UserLoginName,UserName,UserPrincipalType,UserEmail,ListUrl,ListId,ListTitle,AlertTemplateName,AlertTime,ListItemId,ScanId,SiteUrl,WebUrl
19435f6a-aebc-40e9-b256-03ef83079454,List1-Alert1-Email-AllChanges-AnythingChanges-Daily,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
1e2f9b2e-c0c5-46cb-8a80-3db1b00d7449,List1-Item1-Email-SomeOneElseChangesCreatedByMe-Immediately,ListItem,On,Email,AllChanges,Immediately,"<Query><And><Or><Eq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Author/New""/></Eq><Eq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Author/Old""/></Eq></Or><Neq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Editor/New""/></Neq></And></Query>",Someone else changes an item created by me,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
26bbaac8-c2e3-411e-aaba-146baa04840e,List1-Alert1-Email-AllChanges-SomeOneElseChangesLastModifiedByMe-Immediately,List,On,Email,AllChanges,Immediately,"<Query><And><Eq><Value type=""string"">anna lidman</Value><FieldRef Name=""Editor/Old""/></Eq><Neq><Value type=""string"">anna lidman</Value><FieldRef Name=""Editor/New""/></Neq></And></Query>",Someone else changes an item last modified by me,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
26eb363b-52db-404d-b362-0dabe1f031e0,List1-Alert1-Email-AllChanges-AnythingChanges-WeeklyFri2AM,List,On,Email,AllChanges,Weekly,,Anything changes,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
2d3112f8-60f8-4196-bb18-cee22c8d3639,List1-Alert1-Email-AllChanges-SomeOneElseChanges-Immediately,List,On,Email,AllChanges,Immediately,"<Query><Neq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Editor/New""/></Neq></Query>",Someone else changes an item,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
3f3433f9-ea7e-4cc6-bc4e-0b0c331ad452,List1-Alert1-Email-NewItems-AnythingChanges-Immediately,List,On,Email,Add,Immediately,,Anything changes,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
4e75b24f-3f59-48d4-877e-1221c64a7c8c,List1-Alert1-Email-DeletedItems-AnythingChanges-Immediately,List,On,Email,Deleted,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
555e5043-e720-43ae-8e31-ea10b2ecee6e,List1-Item1-Email-SomeOneElseChanges-Immediately,ListItem,On,Email,AllChanges,Immediately,"<Query><Neq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Editor/New""/></Neq></Query>",Someone else changes an item,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
58b7fc08-dc1e-42c2-bd96-3445921266a8,List1-Alert1-Email-AllChanges-SomeOneElseChangesCreatedByMe-Immediately,List,On,Email,AllChanges,Immediately,"<Query><And><Or><Eq><Value type=""string"">anna lidman</Value><FieldRef Name=""Author/New""/></Eq><Eq><Value type=""string"">anna lidman</Value><FieldRef Name=""Author/Old""/></Eq></Or><Neq><Value type=""string"">anna lidman</Value><FieldRef Name=""Editor/New""/></Neq></And></Query>",Someone else changes an item created by me,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
651325ba-56eb-41cb-978d-ebfc0ef32101,List1-Alert1-Email-AllChanges-SomeOneElseChangesCreatedByMe-Immediately,List,On,Email,AllChanges,Immediately,"<Query><And><Or><Eq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Author/New""/></Eq><Eq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Author/Old""/></Eq></Or><Neq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Editor/New""/></Neq></And></Query>",Someone else changes an item created by me,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
68028fc7-a66c-4efd-a78c-1d4a458a216e,List1-Alert1-Email-NewItems-AnythingChanges-Immediately,List,On,Email,Add,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
758735a9-89ed-49e0-96bb-34495129e096,Documents,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Shared Documents,d40c3690-71e4-47fc-a579-89eaebfb5674,Documents,SPAlertTemplateType.DocumentLibrary,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
793f98d4-758f-42e9-bfb4-8fcb372dec26,List1-SendToGroup,List,On,Email,AllChanges,Immediately,,Anything changes,c:0t.c|tenant|c8e69a24-a625-48d7-b80b-c9656b9d4030,sales,SecurityGroup,,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
858dbc30-a1b6-42df-9211-38f01c83c4af,List1-Alert1-Email-AllChanges-SomeOneElseChangesLastModifiedByMe-Immediately,List,On,Email,AllChanges,Immediately,"<Query><And><Eq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Editor/Old""/></Eq><Neq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Editor/New""/></Neq></And></Query>",Someone else changes an item last modified by me,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
887f73c7-fb1d-40f0-b029-c8903fd48d07,List1-Alert1-Email-AllChanges-AnythingChanges-Immediately,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
901a1d3d-d16f-4c16-ab8b-8f173ea03c17,List1-Alert1-Email-AllChanges-AnythingChanges-Daily,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
9cf80647-0e04-4d6f-8e42-64d320ca3c33,List1-Item1-Email-SomeOneElseChangesLastModifiedByMe-Immediately,ListItem,On,Email,AllChanges,Immediately,"<Query><And><Eq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Editor/Old""/></Eq><Neq><Value type=""string"">bert jansen (cloud)</Value><FieldRef Name=""Editor/New""/></Neq></And></Query>",Someone else changes an item last modified by me,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
a29f0935-a9c5-40d4-8094-c6861d498d72,List1-Alert1-Email-ExistingItems-AnythingChanges-Immediately,List,On,Email,Modified,Immediately,,Anything changes,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
cd092329-967a-436e-99f8-8780e39766af,List1-Alert1-Email-ExistingItems-AnythingChanges-Immediately,List,On,Email,Modified,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
d62447f4-777f-45ee-8190-1608908a736a,List2,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List2,647b6f9d-774c-4c52-a4e2-5f64848509f1,List2,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
d851edb7-47fe-494b-aaa9-27cb7225dfd0,List1-Item1-Email-AnythingChanges-Immediately,ListItem,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
de703021-7875-4a91-832a-6560b99fee16,List1-Alert1-Email-AllChanges-AnythingChanges-WeeklyFri2AM,List,On,Email,AllChanges,Weekly,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
eecd31a5-955e-4938-a448-45772339a4bd,List1-Alert1-Email-AllChanges-SomeOneElseChanges-Immediately,List,On,Email,AllChanges,Immediately,"<Query><Neq><Value type=""string"">anna lidman</Value><FieldRef Name=""Editor/New""/></Neq></Query>",Someone else changes an item,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
fbd5f208-7094-40e3-823e-bd98ef18b20a,List1-Alert1-Email-AllChanges-AnythingChanges-Immediately,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|annal@bertonline.onmicrosoft.com,Anna Lidman,User,AnnaL@bertonline.onmicrosoft.com,Lists/List1,6580f97d-f8b0-4d62-8c7b-3c50d6b5a01d,List1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/Alerts,/
0f90f754-fce2-47c7-8129-9a8fc1bd85a6,Announcements,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Announcements,e447d582-1fef-4fff-90cc-1c94f356b967,Announcements,SPAlertTemplateType.Announcements,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
0fcd398f-6ecc-4438-8901-38325cebe5d4,Discussion Board,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Discussion Board,7b59840d-6a9c-421e-aacf-37b8299785e8,Discussion Board,SPAlertTemplateType.DiscussionBoard,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
27db4504-ab03-4e02-8c9d-df0409f1546b,Survey,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Survey,6aed5097-f8f3-4f8b-b35d-4ff5002c955f,Survey,SPAlertTemplateType.Survey,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
53b52d0e-8200-43c0-a0a7-0104f0e6e1b2,Links,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Links,fa8af6c4-c099-4bd7-b60f-b6080b3887b7,Links,SPAlertTemplateType.Links,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
58582c13-326f-49d8-b871-72d0ec75fd71,Discussion Board: new,List,On,Email,AllChanges,Immediately,"<Query><And><Or><Eq><FieldRef Name=""ItemFullUrl""/><Value type=""string"">sites/modernizationtestpages/lists/discussion board/new</Value></Eq><BeginsWith><FieldRef Name=""ItemFullUrl""/><Value type=""string"">sites/modernizationtestpages/lists/discussion board/new/</Value></BeginsWith></Or><Eq><FieldRef Name=""IsFeatured""/><Value type=""integer"">1</Value></Eq></And></Query>",Custom filtering,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Discussion Board,7b59840d-6a9c-421e-aacf-37b8299785e8,Discussion Board,SPAlertTemplateType.DiscussionBoard,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
5b3d36ce-2526-42bd-a14d-bbea38b4d437,Discussion Board: new,List,On,Email,AllChanges,Immediately,"<Query><Or><Eq><FieldRef Name=""ItemFullUrl""/><Value type=""string"">sites/modernizationtestpages/lists/discussion board/new</Value></Eq><BeginsWith><FieldRef Name=""ItemFullUrl""/><Value type=""string"">sites/modernizationtestpages/lists/discussion board/new/</Value></BeginsWith></Or></Query>",Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Discussion Board,7b59840d-6a9c-421e-aacf-37b8299785e8,Discussion Board,SPAlertTemplateType.DiscussionBoard,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
6c9e6d03-5697-41f6-97c7-984838960162,PictureLibrary,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,PictureLibrary,2d262f70-9ee2-4355-908a-a54aa656f354,PictureLibrary,SPAlertTemplateType.PictureLibrary,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
76e96285-d900-4fd3-8fda-5ca1b04457a9,Contacts,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Contacts,fd94c0c6-bdf5-447c-9e0b-c930600d5429,Contacts,SPAlertTemplateType.Contacts,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
83622212-5858-4ead-9e97-abd37603c39b,calendar,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/calendar,b5be389b-0502-454e-bf8a-febc72a5b003,calendar,SPAlertTemplateType.Events,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
a000277f-c109-4c8b-9edf-709cda75193e,Tasks,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Tasks,1cb94d3c-d74d-4a4f-b5c9-6f6c0935c79c,Tasks,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/modernizationtestpages,/
87ce9f18-df2e-4e96-804e-f51d753afd63,Test1 Alert Bert,List,On,Email,AllChanges,Immediately,,Anything changes,i:0#.f|membership|bert.jansen@bertonline.onmicrosoft.com,Bert Jansen (Cloud),User,bert.jansen@bertonline.onmicrosoft.com,Lists/Test1,0e476f12-7697-4f7a-9621-c5129fc47b73,Test1,SPAlertTemplateType.GenericList,01/01/0001 00:00:00,0,bef11eff-71c3-4b05-86e5-b0cea6348ee4,https://bertonline.sharepoint.com/sites/prov-1,/
